2395  transactions
creator transferOwnership  success
user22 purchaseEstate 125 success
user9 purchaseEstate 121 fail
user52 purchaseEstate 21 fail
user26 purchaseEstate 137 fail
user26 purchaseEstate 5 fail
user52 purchaseEstate 41 success
user51 purchaseEstate 83 fail
user10 purchaseEstate 113 success
user45 purchaseEstate 78 success
user20 purchaseEstate 130 success
user47 purchaseEstate 100 success
user17 purchaseEstate 74 success
user13 purchaseEstate 63 success
user42 purchaseEstate 81 success
user49 purchaseEstate 110 success
user22 purchaseEstate 78 fail
user14 purchaseEstate 109 success
user38 purchaseEstate 8 fail
user29 purchaseEstate 127 fail
user35 purchaseEstate 105 success
user10 purchaseEstate 46 success
user10 purchaseEstate 100 fail
user9 purchaseEstate 39 success
user21 purchaseEstate 79 success
user49 purchaseEstate 106 success
user42 purchaseEstate 36 success
user42 purchaseEstate 23 success
user12 purchaseEstate 130 fail
user6 purchaseEstate 52 fail
user24 purchaseEstate 98 success
user34 purchaseEstate 134 fail
user31 purchaseEstate 62 success
user36 purchaseEstate 105 fail
user41 purchaseEstate 44 success
user49 purchaseEstate 42 success
user22 purchaseEstate 130 fail
user22 purchaseEstate 66 success
user6 purchaseEstate 99 fail
user27 purchaseEstate 121 fail
user27 purchaseEstate 53 success
user27 purchaseEstate 99 fail
user27 purchaseEstate 115 fail
user27 purchaseEstate 49 success
user21 purchaseEstate 109 fail
user46 purchaseEstate 35 fail
user52 purchaseEstate 35 fail
user26 purchaseEstate 106 fail
user23 withdrawRent  success
user19 purchaseEstate 81 fail
user18 purchaseEstate 21 fail
user12 withdrawRent  success
user55 purchaseEstate 53 fail
user31 purchaseEstate 97 success
user36 purchaseEstate 138 success
user17 purchaseEstate 73 success
user19 purchaseEstate 99 fail
user13 purchaseEstate 139 success
user26 purchaseEstate 117 fail
user49 purchaseEstate 105 success
user12 purchaseEstate 130 success
user52 purchaseEstate 75 success
user46 purchaseEstate 42 fail
user27 purchaseEstate 115 fail
user34 purchaseEstate 35 fail
user18 purchaseEstate 37 success
user36 purchaseEstate 131 success
user36 purchaseEstate 145 success
user36 purchaseEstate 65 fail
user36 purchaseEstate 143 success
user36 purchaseEstate 150 success
user19 purchaseEstate 3 fail
user10 purchaseEstate 70 success
user26 purchaseEstate 137 fail
user22 purchaseEstate 113 fail
user42 purchaseEstate 38 success
user19 purchaseEstate 127 success
user10 purchaseEstate 71 success
user41 purchaseEstate 6 success
user21 purchaseEstate 71 fail
user38 purchaseEstate 131 fail
user17 purchaseEstate 108 success
user13 purchaseEstate 53 fail
user26 purchaseEstate 11 fail
user22 purchaseEstate 74 fail
user9 purchaseEstate 71 fail
user49 purchaseEstate 138 fail
user45 purchaseEstate 145 success
user35 purchaseEstate 79 fail
user31 purchaseEstate 49 fail
user31 purchaseEstate 139 success
user19 purchaseEstate 98 fail
user19 purchaseEstate 127 fail
user10 purchaseEstate 93 success
user10 purchaseEstate 66 fail
user10 purchaseEstate 101 success
user10 purchaseEstate 127 fail
user13 purchaseEstate 43 success
user22 purchaseEstate 101 fail
user22 purchaseEstate 44 fail
user22 purchaseEstate 93 fail
user49 purchaseEstate 102 success
user37 purchaseEstate 101 fail
user14 purchaseEstate 101 fail
user10 purchaseEstate 58 success
user54 purchaseEstate 127 fail
user29 purchaseEstate 127 fail
user20 purchaseEstate 11 success
user47 purchaseEstate 81 success
user17 purchaseEstate 133 success
user14 purchaseEstate 11 fail
user22 purchaseEstate 109 fail
user22 purchaseEstate 11 fail
user22 purchaseEstate 46 fail
user22 purchaseEstate 101 fail
user22 purchaseEstate 93 fail
user22 purchaseEstate 71 fail
user36 purchaseEstate 2 success
user46 purchaseEstate 69 success
user52 purchaseEstate 83 fail
user9 purchaseEstate 142 success
user34 purchaseEstate 145 fail
user27 purchaseEstate 116 fail
user18 purchaseEstate 30 success
user25 withdrawRent  success
user36 purchaseEstate 93 fail
user36 purchaseEstate 93 fail
user36 purchaseEstate 71 fail
user10 purchaseEstate 144 success
user36 purchaseEstate 73 fail
user20 purchaseEstate 50 success
user41 purchaseEstate 83 success
user21 purchaseEstate 102 success
user13 purchaseEstate 33 success
user38 purchaseEstate 40 success
user17 purchaseEstate 89 success
user6 purchaseEstate 102 fail
user49 purchaseEstate 102 fail
user22 purchaseEstate 70 fail
user42 purchaseEstate 59 success
user45 purchaseEstate 35 success
user27 purchaseEstate 113 fail
user19 purchaseEstate 19 fail
user12 purchaseEstate 148 success
user52 purchaseEstate 46 fail
user18 purchaseEstate 53 fail
user51 purchaseEstate 125 success
user28 withdrawRent  success
user36 purchaseEstate 101 fail
user21 purchaseEstate 29 success
user20 purchaseEstate 5 success
user47 purchaseEstate 5 success
user51 purchaseEstate 125 fail
user48 purchaseEstate 34 success
user13 purchaseEstate 20 success
user52 purchaseEstate 85 fail
user9 purchaseEstate 107 success
user38 purchaseEstate 24 success
user22 purchaseEstate 11 fail
user49 purchaseEstate 133 success
user14 purchaseEstate 144 success
user35 purchaseEstate 32 fail
user37 purchaseEstate 102 success
user10 purchaseEstate 110 success
user52 purchaseEstate 84 fail
user9 purchaseEstate 87 success
user49 purchaseEstate 43 success
user14 purchaseEstate 35 success
user27 purchaseEstate 127 fail
user34 purchaseEstate 142 fail
user46 purchaseEstate 133 fail
user12 purchaseEstate 83 fail
user53 purchaseEstate 32 success
user41 purchaseEstate 27 success
user56 purchaseEstate 110 fail
user6 purchaseEstate 131 success
user10 purchaseEstate 45 success
user10 purchaseEstate 41 success
user41 purchaseEstate 104 success
user20 purchaseEstate 115 success
user20 purchaseEstate 78 success
user52 purchaseEstate 26 success
user48 purchaseEstate 86 success
user56 purchaseEstate 23 success
user9 purchaseEstate 68 success
user52 purchaseEstate 134 success
user52 purchaseEstate 42 success
user52 purchaseEstate 106 success
user52 purchaseEstate 107 fail
user52 purchaseEstate 108 success
user52 purchaseEstate 14 success
user52 purchaseEstate 6 success
user52 purchaseEstate 138 success
user25 withdrawRent  success
user38 purchaseEstate 60 success
user51 purchaseEstate 104 fail
user49 purchaseEstate 35 fail
user14 purchaseEstate 146 success
user49 purchaseEstate 89 success
user27 purchaseEstate 55 success
user22 purchaseEstate 26 fail
user14 purchaseEstate 64 success
user42 purchaseEstate 84 success
user28 purchaseEstate 22 success
user25 purchaseEstate 127 fail
user10 purchaseEstate 116 success
user10 purchaseEstate 124 success
user20 purchaseEstate 124 fail
user52 purchaseEstate 136 success
user52 purchaseEstate 24 success
user48 purchaseEstate 136 fail
user52 purchaseEstate 133 success
user49 purchaseEstate 60 fail
user49 purchaseEstate 104 fail
user22 purchaseEstate 13 success
user22 purchaseEstate 64 fail
user22 purchaseEstate 43 fail
user22 purchaseEstate 14 fail
user22 purchaseEstate 35 fail
user22 purchaseEstate 86 fail
user22 purchaseEstate 42 fail
user22 purchaseEstate 146 fail
user56 purchaseEstate 9 success
user56 purchaseEstate 34 success
user19 purchaseEstate 104 fail
user20 purchaseEstate 117 success
user56 purchaseEstate 23 fail
user28 purchaseEstate 136 fail
user27 purchaseEstate 127 success
user12 purchaseEstate 84 fail
user46 purchaseEstate 125 fail
user32 withdrawRent  success
user53 withdrawRent  success
user36 purchaseEstate 147 success
user35 purchaseEstate 108 success
user10 purchaseEstate 137 success
user47 purchaseEstate 17 success
user56 purchaseEstate 59 success
user48 purchaseEstate 28 success
user19 purchaseEstate 136 success
user9 purchaseEstate 30 success
user13 purchaseEstate 102 success
user21 purchaseEstate 60 success
user22 purchaseEstate 131 fail
user28 purchaseEstate 19 success
user14 purchaseEstate 85 success
user36 purchaseEstate 140 success
user36 purchaseEstate 42 success
user36 purchaseEstate 64 success
user10 purchaseEstate 18 success
user10 purchaseEstate 118 success
user10 purchaseEstate 149 success
user41 purchaseEstate 7 success
user10 purchaseEstate 94 success
user56 purchaseEstate 83 success
user13 purchaseEstate 108 fail
user9 purchaseEstate 138 success
user48 purchaseEstate 7 fail
user12 purchaseEstate 132 success
user22 withdrawRent  success
user28 purchaseEstate 132 fail
user42 purchaseEstate 31 success
user38 purchaseEstate 19 fail
user14 purchaseEstate 28 fail
user57 purchaseEstate 54 fail
user46 purchaseEstate 33 fail
user18 purchaseEstate 82 success
user34 withdrawRent  success
user54 purchaseEstate 26 fail
user36 purchaseEstate 25 success
user41 purchaseEstate 122 success
user10 purchaseEstate 109 success
user9 purchaseEstate 135 success
user13 purchaseEstate 6 success
user48 purchaseEstate 122 fail
user49 purchaseEstate 31 success
user36 purchaseEstate 25 fail
user36 purchaseEstate 34 fail
user36 purchaseEstate 104 success
user35 purchaseEstate 107 fail
user49 purchaseEstate 8 success
user42 purchaseEstate 135 fail
user38 purchaseEstate 147 fail
user14 withdrawRent  success
user56 purchaseEstate 7 fail
user36 purchaseEstate 23 fail
user10 purchaseEstate 130 success
user52 purchaseEstate 125 success
user14 purchaseEstate 8 fail
user49 purchaseEstate 135 fail
user56 purchaseEstate 82 fail
user54 purchaseEstate 8 fail
user36 purchaseEstate 106 fail
user21 purchaseEstate 140 success
user19 purchaseEstate 138 success
user9 purchaseEstate 29 success
user12 purchaseEstate 25 fail
user49 purchaseEstate 125 fail
user6 purchaseEstate 122 fail
user28 purchaseEstate 21 success
user56 purchaseEstate 28 success
user54 purchaseEstate 122 fail
user36 purchaseEstate 26 success
user41 purchaseEstate 65 success
user10 purchaseEstate 47 success
user21 purchaseEstate 47 fail
user52 purchaseEstate 68 success
user13 purchaseEstate 61 success
user57 purchaseEstate 62 success
user34 purchaseEstate 133 fail
user36 purchaseEstate 65 fail
user35 purchaseEstate 134 success
user6 purchaseEstate 25 success
user38 purchaseEstate 65 fail
user14 purchaseEstate 21 fail
user46 purchaseEstate 37 fail
user53 withdrawRent  success
user36 purchaseEstate 148 success
user10 purchaseEstate 100 success
user52 purchaseEstate 64 success
user19 purchaseEstate 21 success
user49 purchaseEstate 21 fail
user51 withdrawRent  success
user18 purchaseEstate 138 fail
user8 purchaseEstate 11 fail
user25 purchaseEstate 10 success
user36 purchaseEstate 24 fail
user36 purchaseEstate 20 success
user36 purchaseEstate 69 success
user36 purchaseEstate 37 success
user10 purchaseEstate 15 success
user10 purchaseEstate 11 success
user10 purchaseEstate 90 success
user52 purchaseEstate 8 success
user19 purchaseEstate 36 success
user49 purchaseEstate 84 success
user49 purchaseEstate 75 success
user53 purchaseEstate 17 fail
user53 purchaseEstate 54 success
user34 purchaseEstate 134 fail
user52 purchaseEstate 85 success
user19 purchaseEstate 84 fail
user13 purchaseEstate 61 fail
user9 purchaseEstate 146 success
user12 purchaseEstate 54 fail
user38 purchaseEstate 86 success
user46 purchaseEstate 69 fail
user8 purchaseEstate 107 fail
user18 purchaseEstate 134 fail
user19 purchaseEstate 35 success
user46 purchaseEstate 122 fail
user8 purchaseEstate 15 fail
user18 purchaseEstate 31 fail
user57 purchaseEstate 62 fail
user7 purchaseEstate 84 fail
user33 withdrawRent  success
user10 purchaseEstate 11 fail
user20 purchaseEstate 47 fail
user18 purchaseEstate 46 success
user8 purchaseEstate 80 fail
user8 purchaseEstate 56 fail
user49 purchaseEstate 33 success
user46 purchaseEstate 60 fail
user46 purchaseEstate 65 fail
user46 purchaseEstate 122 fail
user52 purchaseEstate 40 success
user49 purchaseEstate 84 fail
user12 purchaseEstate 16 success
user46 purchaseEstate 61 fail
user45 purchaseEstate 71 success
user57 purchaseEstate 111 success
user7 purchaseEstate 131 fail
user21 purchaseEstate 46 fail
user13 purchaseEstate 29 success
user49 purchaseEstate 22 success
user46 purchaseEstate 33 fail
user53 purchaseEstate 16 fail
user58 purchaseEstate 147 success
user22 purchaseEstate 146 fail
user57 purchaseEstate 92 success
user28 purchaseEstate 142 success
user8 purchaseEstate 12 fail
user7 purchaseEstate 102 fail
user26 purchaseEstate 20 fail
user35 purchaseEstate 145 success
user10 purchaseEstate 66 success
user51 purchaseEstate 69 fail
user19 purchaseEstate 105 success
user20 withdrawRent  success
user59 purchaseEstate 33 fail
user9 purchaseEstate 16 fail
user38 purchaseEstate 19 success
user46 purchaseEstate 9 fail
user13 purchaseEstate 89 success
user49 purchaseEstate 132 success
user58 purchaseEstate 145 fail
user22 purchaseEstate 14 success
user26 purchaseEstate 122 fail
user7 purchaseEstate 64 fail
user8 purchaseEstate 90 fail
user11 withdrawRent  success
user36 purchaseEstate 120 success
user36 purchaseEstate 124 success
user17 purchaseEstate 14 fail
user26 purchaseEstate 44 fail
user46 purchaseEstate 64 fail
user13 purchaseEstate 60 success
user49 purchaseEstate 13 success
user22 purchaseEstate 36 fail
user21 purchaseEstate 131 success
user9 purchaseEstate 12 success
user12 purchaseEstate 44 success
user49 purchaseEstate 82 success
user38 purchaseEstate 122 success
user22 purchaseEstate 22 fail
user7 purchaseEstate 132 fail
user60 purchaseEstate 81 success
user61 purchaseEstate 65 success
user17 purchaseEstate 27 success
user27 purchaseEstate 72 success
user26 purchaseEstate 109 fail
user46 purchaseEstate 27 fail
user10 purchaseEstate 12 fail
user46 purchaseEstate 13 fail
user49 purchaseEstate 9 success
user22 purchaseEstate 147 fail
user22 purchaseEstate 43 success
user53 purchaseEstate 44 fail
user57 purchaseEstate 51 success
user16 purchaseEstate 142 fail
user36 purchaseEstate 53 success
user58 purchaseEstate 55 success
user19 purchaseEstate 13 fail
user10 purchaseEstate 80 success
user46 purchaseEstate 142 fail
user13 purchaseEstate 132 fail
user14 purchaseEstate 9 fail
user22 purchaseEstate 122 fail
user49 purchaseEstate 145 fail
user8 purchaseEstate 46 fail
user10 purchaseEstate 12 fail
user46 purchaseEstate 122 fail
user48 purchaseEstate 79 success
user22 purchaseEstate 135 success
user16 purchaseEstate 88 fail
user10 purchaseEstate 79 fail
user46 purchaseEstate 19 fail
user46 purchaseEstate 131 fail
user46 purchaseEstate 135 fail
user22 purchaseEstate 9 fail
user22 purchaseEstate 145 fail
user22 purchaseEstate 87 success
user22 purchaseEstate 132 fail
user22 purchaseEstate 75 fail
user22 purchaseEstate 82 fail
user51 purchaseEstate 131 fail
user21 withdrawRent  success
user8 purchaseEstate 32 success
user26 purchaseEstate 132 fail
user23 purchaseEstate 87 fail
user46 purchaseEstate 69 success
user12 purchaseEstate 70 success
user26 purchaseEstate 100 fail
user26 purchaseEstate 32 fail
user22 purchaseEstate 105 fail
user22 purchaseEstate 142 fail
user22 purchaseEstate 131 fail
user22 purchaseEstate 7 success
user22 purchaseEstate 40 fail
user22 purchaseEstate 19 fail
user22 purchaseEstate 27 fail
user26 purchaseEstate 93 fail
user49 purchaseEstate 87 fail
user28 purchaseEstate 7 fail
user16 withdrawRent  success
user36 purchaseEstate 96 success
user19 purchaseEstate 7 fail
user38 purchaseEstate 7 fail
user14 purchaseEstate 87 fail
user26 purchaseEstate 148 fail
user36 purchaseEstate 75 success
user36 purchaseEstate 41 success
user36 purchaseEstate 88 success
user36 purchaseEstate 107 success
user26 purchaseEstate 149 fail
user10 purchaseEstate 74 success
user46 purchaseEstate 150 success
user9 purchaseEstate 47 success
user49 purchaseEstate 7 fail
user49 purchaseEstate 125 success
user45 purchaseEstate 7 fail
user41 purchaseEstate 13 fail
user21 purchaseEstate 73 success
user36 purchaseEstate 34 success
user10 purchaseEstate 144 success
user49 purchaseEstate 38 success
user27 purchaseEstate 62 success
user25 withdrawRent  success
user26 purchaseEstate 134 fail
user62 purchaseEstate 87 fail
user36 purchaseEstate 81 success
user26 purchaseEstate 54 fail
user46 purchaseEstate 107 fail
user60 purchaseEstate 45 success
user10 purchaseEstate 38 fail
user21 purchaseEstate 83 success
user29 purchaseEstate 70 success
user53 purchaseEstate 93 success
user13 purchaseEstate 37 success
user7 withdrawRent  success
user59 purchaseEstate 87 fail
user36 purchaseEstate 21 success
user10 purchaseEstate 142 success
user13 purchaseEstate 132 success
user26 purchaseEstate 132 fail
user57 purchaseEstate 112 success
user8 purchaseEstate 80 fail
user16 purchaseEstate 148 fail
user29 purchaseEstate 73 fail
user8 purchaseEstate 53 fail
user8 purchaseEstate 78 fail
user8 purchaseEstate 80 fail
user8 purchaseEstate 115 fail
user26 purchaseEstate 83 fail
user26 purchaseEstate 14 fail
user26 purchaseEstate 106 fail
user26 purchaseEstate 5 fail
user26 purchaseEstate 148 fail
user26 purchaseEstate 130 fail
user26 purchaseEstate 24 fail
user26 purchaseEstate 81 fail
user26 purchaseEstate 23 fail
user26 purchaseEstate 48 success
user26 purchaseEstate 23 fail
user36 purchaseEstate 23 success
user10 purchaseEstate 33 success
user22 purchaseEstate 113 success
user49 withdrawRent  success
user16 purchaseEstate 37 fail
user36 purchaseEstate 82 fail
user10 purchaseEstate 84 success
user63 purchaseEstate 112 fail
user8 purchaseEstate 87 fail
user49 withdrawRent  success
user16 purchaseEstate 105 fail
user54 purchaseEstate 112 fail
user25 purchaseEstate 49 success
user8 purchaseEstate 66 fail
user62 purchaseEstate 71 success
user10 purchaseEstate 35 success
user19 purchaseEstate 102 success
user6 purchaseEstate 74 success
user45 purchaseEstate 93 fail
user14 purchaseEstate 70 fail
user8 purchaseEstate 18 fail
user19 purchaseEstate 81 fail
user10 purchaseEstate 27 success
user17 purchaseEstate 103 success
user19 purchaseEstate 73 success
user10 purchaseEstate 132 fail
user10 purchaseEstate 43 success
user37 purchaseEstate 43 fail
user13 purchaseEstate 51 success
user13 purchaseEstate 136 success
user22 purchaseEstate 101 success
user22 purchaseEstate 74 fail
user64 purchaseEstate 125 fail
user10 purchaseEstate 134 success
user44 purchaseEstate 73 fail
user14 purchaseEstate 134 fail
user19 purchaseEstate 37 fail
user33 purchaseEstate 82 success
user45 purchaseEstate 103 success
user28 purchaseEstate 46 success
user22 purchaseEstate 93 fail
user22 purchaseEstate 103 fail
user22 purchaseEstate 70 fail
user57 purchaseEstate 55 success
user25 purchaseEstate 97 success
user41 purchaseEstate 73 fail
user12 withdrawRent  success
user8 purchaseEstate 75 fail
user16 purchaseEstate 134 fail
user41 purchaseEstate 101 fail
user12 purchaseEstate 101 fail
user49 purchaseEstate 24 success
user18 purchaseEstate 12 fail
user8 purchaseEstate 22 success
user16 purchaseEstate 108 fail
user18 purchaseEstate 21 fail
user16 purchaseEstate 7 fail
user18 purchaseEstate 12 fail
user16 purchaseEstate 14 fail
user16 purchaseEstate 22 fail
user35 purchaseEstate 59 success
user31 purchaseEstate 72 success
user41 purchaseEstate 73 fail
user10 purchaseEstate 148 success
user49 purchaseEstate 104 success
user42 purchaseEstate 122 success
user16 purchaseEstate 22 fail
user10 purchaseEstate 135 success
user49 purchaseEstate 133 success
user16 purchaseEstate 102 fail
user65 purchaseEstate 104 fail
user31 purchaseEstate 98 success
user21 purchaseEstate 12 success
user63 purchaseEstate 3 success
user10 purchaseEstate 8 success
user10 purchaseEstate 104 fail
user10 purchaseEstate 25 success
user19 purchaseEstate 135 fail
user19 purchaseEstate 40 success
user58 purchaseEstate 139 success
user49 purchaseEstate 106 success
user13 purchaseEstate 131 success
user49 purchaseEstate 87 success
user16 purchaseEstate 136 fail
user10 purchaseEstate 9 success
user37 purchaseEstate 26 success
user13 purchaseEstate 28 success
user66 purchaseEstate 139 fail
user58 purchaseEstate 10 success
user17 purchaseEstate 50 success
user54 purchaseEstate 97 fail
user13 purchaseEstate 19 success
user14 purchaseEstate 56 success
user10 purchaseEstate 86 success
user22 purchaseEstate 106 success
user49 purchaseEstate 40 fail
user49 purchaseEstate 28 fail
user31 purchaseEstate 3 fail
user66 purchaseEstate 139 success
user49 purchaseEstate 42 success
user16 purchaseEstate 135 fail
user31 purchaseEstate 112 success
user65 purchaseEstate 9 fail
user31 purchaseEstate 127 success
user10 purchaseEstate 30 success
user19 purchaseEstate 20 success
user41 purchaseEstate 143 success
user60 purchaseEstate 85 success
user29 purchaseEstate 127 fail
user22 purchaseEstate 42 fail
user12 purchaseEstate 104 success
user27 purchaseEstate 112 fail
user29 purchaseEstate 127 fail
user16 purchaseEstate 145 fail
user54 purchaseEstate 112 fail
user10 purchaseEstate 28 fail
user22 purchaseEstate 146 success
user16 purchaseEstate 138 fail
user10 purchaseEstate 67 success
user22 purchaseEstate 86 fail
user16 purchaseEstate 20 fail
user10 purchaseEstate 3 success
user10 purchaseEstate 112 success
user62 purchaseEstate 129 success
user35 purchaseEstate 13 success
user19 purchaseEstate 85 success
user19 purchaseEstate 30 success
user22 purchaseEstate 140 success
user22 purchaseEstate 148 success
user22 purchaseEstate 36 success
user22 purchaseEstate 30 fail
user22 purchaseEstate 147 success
user22 purchaseEstate 133 success
user22 purchaseEstate 122 success
user22 purchaseEstate 105 success
user22 purchaseEstate 110 success
user22 purchaseEstate 131 fail
user22 purchaseEstate 145 success
user22 purchaseEstate 9 fail
user22 purchaseEstate 13 fail
user61 purchaseEstate 110 fail
user19 purchaseEstate 20 fail
user66 purchaseEstate 123 success
user22 purchaseEstate 26 fail
user60 purchaseEstate 61 success
user13 purchaseEstate 20 fail
user12 purchaseEstate 140 fail
user49 purchaseEstate 105 fail
user36 purchaseEstate 32 success
user10 purchaseEstate 13 fail
user58 purchaseEstate 48 success
user67 purchaseEstate 17 success
user22 purchaseEstate 31 success
user19 purchaseEstate 7 success
user49 purchaseEstate 30 fail
user13 purchaseEstate 31 fail
user28 purchaseEstate 115 success
user27 purchaseEstate 91 success
user36 purchaseEstate 104 success
user10 purchaseEstate 36 fail
user22 purchaseEstate 143 fail
user49 purchaseEstate 147 fail
user38 purchaseEstate 31 fail
user27 purchaseEstate 67 success
user54 purchaseEstate 4 success
user63 purchaseEstate 63 success
user36 purchaseEstate 82 success
user58 purchaseEstate 123 success
user10 purchaseEstate 147 fail
user41 purchaseEstate 31 fail
user35 purchaseEstate 33 success
user67 purchaseEstate 82 fail
user49 purchaseEstate 143 success
user45 purchaseEstate 14 success
user29 purchaseEstate 55 success
user58 purchaseEstate 92 success
user58 purchaseEstate 1 success
user66 purchaseEstate 4 fail
user10 purchaseEstate 14 fail
user10 purchaseEstate 7 fail
user49 purchaseEstate 14 fail
user49 purchaseEstate 14 fail
user23 purchaseEstate 4 fail
user65 purchaseEstate 84 success
user19 purchaseEstate 63 success
user58 purchaseEstate 39 success
user52 purchaseEstate 24 success
user13 purchaseEstate 14 fail
user28 purchaseEstate 90 success
user27 purchaseEstate 51 success
user27 purchaseEstate 98 success
user23 purchaseEstate 98 fail
user58 purchaseEstate 58 success
user28 purchaseEstate 141 success
user27 purchaseEstate 127 success
user65 purchaseEstate 89 success
user33 purchaseEstate 75 success
user29 purchaseEstate 72 success
user49 purchaseEstate 29 success
user27 purchaseEstate 141 fail
user27 purchaseEstate 77 success
user18 purchaseEstate 23 fail
user6 purchaseEstate 14 success
user38 withdrawRent  success
user8 purchaseEstate 93 fail
user66 purchaseEstate 123 success
user49 purchaseEstate 89 fail
user24 purchaseEstate 141 fail
user16 purchaseEstate 135 fail
user59 purchaseEstate 105 success
user19 purchaseEstate 125 fail
user63 purchaseEstate 129 success
user35 purchaseEstate 9 success
user67 purchaseEstate 65 success
user66 purchaseEstate 3 success
user8 purchaseEstate 75 fail
user16 purchaseEstate 24 fail
user61 purchaseEstate 69 success
user31 withdrawRent  success
user23 purchaseEstate 72 fail
user59 purchaseEstate 29 fail
user45 purchaseEstate 119 success
user13 purchaseEstate 62 success
user16 purchaseEstate 84 fail
user8 purchaseEstate 131 fail
user24 purchaseEstate 77 fail
user16 purchaseEstate 35 fail
user44 withdrawRent  success
user12 withdrawRent  success
user68 purchaseEstate 30 fail
user53 withdrawRent  success
user47 withdrawRent  success
user16 purchaseEstate 133 fail
user54 purchaseEstate 67 success
user23 purchaseEstate 129 success
user41 withdrawRent  success
user16 purchaseEstate 21 fail
user18 purchaseEstate 133 fail
user56 withdrawRent  success
user42 withdrawRent  success
user20 purchaseEstate 99 success
user18 purchaseEstate 99 fail
user16 purchaseEstate 89 fail
user49 purchaseEstate 23 success
user27 purchaseEstate 141 success
user26 withdrawRent  success
user20 purchaseEstate 141 fail
user16 purchaseEstate 107 fail
user16 purchaseEstate 103 fail
user16 purchaseEstate 150 success
user27 purchaseEstate 57 success
user27 purchaseEstate 114 success
user27 purchaseEstate 76 success
user50 purchaseEstate 142 fail
user36 purchaseEstate 125 success
user18 purchaseEstate 101 success
user69 purchaseEstate 114 fail
user41 purchaseEstate 80 success
user20 purchaseEstate 95 success
user50 purchaseEstate 147 fail
user63 withdrawRent  success
user50 purchaseEstate 37 fail
user50 purchaseEstate 43 fail
user37 purchaseEstate 126 success
user36 purchaseEstate 86 success
user50 purchaseEstate 40 fail
user20 purchaseEstate 126 fail
user28 purchaseEstate 126 fail
user27 purchaseEstate 58 success
user28 purchaseEstate 128 success
user20 purchaseEstate 121 success
user46 withdrawRent  success
user16 purchaseEstate 145 success
user57 purchaseEstate 51 fail
user27 purchaseEstate 121 fail
user57 purchaseEstate 62 success
user57 purchaseEstate 51 success
user57 purchaseEstate 49 success
user57 purchaseEstate 10 success
user57 purchaseEstate 141 success
user50 purchaseEstate 89 fail
user50 purchaseEstate 28 fail
user70 purchaseEstate 54 success
user50 purchaseEstate 102 fail
user70 purchaseEstate 61 success
user68 purchaseEstate 85 fail
user8 purchaseEstate 40 fail
user24 purchaseEstate 114 fail
user44 purchaseEstate 94 fail
user71 purchaseEstate 83 success
user50 purchaseEstate 131 fail
user71 purchaseEstate 38 success
user68 purchaseEstate 2 success
user8 purchaseEstate 69 fail
user24 purchaseEstate 76 fail
user6 withdrawRent  success
user50 purchaseEstate 35 fail
user8 purchaseEstate 35 success
user68 purchaseEstate 2 fail
user50 purchaseEstate 133 fail
user50 purchaseEstate 29 fail
user68 purchaseEstate 2 fail
user57 purchaseEstate 4 success
user50 purchaseEstate 104 fail
user50 purchaseEstate 122 fail
user50 purchaseEstate 7 fail
user50 purchaseEstate 82 fail
user68 purchaseEstate 2 fail
user16 purchaseEstate 43 success
user31 purchaseEstate 119 success
user71 purchaseEstate 11 success
user28 purchaseEstate 93 success
user70 purchaseEstate 117 fail
user70 purchaseEstate 1 fail
user20 purchaseEstate 77 success
user70 purchaseEstate 94 fail
user27 purchaseEstate 95 success
user31 purchaseEstate 91 success
user31 purchaseEstate 95 fail
user20 purchaseEstate 18 success
user71 purchaseEstate 107 success
user27 purchaseEstate 119 success
user27 purchaseEstate 111 success
user71 purchaseEstate 149 success
user27 purchaseEstate 126 success
user13 purchaseEstate 76 success
user13 purchaseEstate 137 success
user24 purchaseEstate 119 fail
user44 purchaseEstate 94 success
user65 withdrawRent  success
user57 purchaseEstate 15 success
user37 withdrawRent  success
user36 purchaseEstate 26 success
user70 purchaseEstate 1 success
user50 purchaseEstate 125 fail
user36 purchaseEstate 59 success
user65 withdrawRent  success
user24 purchaseEstate 114 success
user12 withdrawRent  success
user57 purchaseEstate 28 success
user36 purchaseEstate 136 success
user24 purchaseEstate 76 fail
user57 purchaseEstate 28 fail
user36 purchaseEstate 28 fail
user50 purchaseEstate 64 success
user20 purchaseEstate 116 success
user20 purchaseEstate 100 success
user24 purchaseEstate 95 success
user57 purchaseEstate 136 fail
user57 purchaseEstate 117 success
user57 purchaseEstate 76 fail
user57 purchaseEstate 114 fail
user36 purchaseEstate 134 success
user36 purchaseEstate 108 success
user70 purchaseEstate 144 success
user36 purchaseEstate 110 success
user20 purchaseEstate 16 success
user28 withdrawRent  success
user53 withdrawRent  success
user57 purchaseEstate 97 success
user70 purchaseEstate 69 success
user36 purchaseEstate 7 success
user37 purchaseEstate 7 fail
user36 purchaseEstate 13 success
user70 purchaseEstate 88 success
user36 purchaseEstate 31 success
user20 purchaseEstate 113 success
user22 purchaseEstate 128 success
user36 purchaseEstate 22 success
user25 withdrawRent  success
user29 withdrawRent  success
user49 withdrawRent  success
user8 purchaseEstate 8 success
user35 withdrawRent  success
user70 withdrawRent  success
user36 withdrawRent  success
user27 withdrawRent  success
user72 purchaseEstate 66 success
user22 purchaseEstate 118 success
user22 purchaseEstate 66 fail
user22 purchaseEstate 44 success
